"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.93845676371702e-85,3.3038249461243,0.856,0.254,2.00570483001603e-80,249,"Lrfn5"
1.2200216744007e-205,3.30369271195263,0.857,0.294,4.954996028411e-201,15,"Cntn5"
2.4209091645014e-124,3.30358173450069,0.708,0.22,9.832280480706e-120,101,"Trhde"
8.25760160381161e-152,3.30271613718456,0.622,0.07,3.35374231537205e-147,238,"March7"
1.3961606718455e-258,3.30264161249804,0.913,0.1,5.6703669526333e-254,228,"H2afy2"
1.542344100564e-76,3.30235216066151,0.351,0.074,6.26407633003061e-72,88,"Il1rapl2"
1.88330047713545e-124,3.30199009990832,0.79,0.218,7.64883655783791e-120,180,"S100a10"
7.95709580158408e-69,3.30138901851782,0.469,0.082,3.23169488885536e-64,243,"Irs4"
4.36251561051354e-215,3.30126293156281,0.801,0.216,1.77179209005397e-210,21,"Nell1"
1.18708625777795e-92,3.3011019455859,0.439,0.056,4.82123212733937e-88,238,"H2afj"
1.2007703510851e-167,3.30105877147852,0.568,0.074,4.87680870389703e-163,176,"Unc13c"
2.69072198715968e-74,3.30083189811585,0.223,0.04,1.09280982786503e-69,20,"Adamts3"
8.99789754851327e-103,3.29873420742357,0.273,0.029,3.65440611035318e-98,153,"Tgif2"
9.95980314630239e-47,3.29823962755475,0.258,0.032,4.04507444983925e-42,254,"Fdx2"
1.41213722424082e-94,3.29822159673906,0.482,0.121,5.73525412253167e-90,69,"Sh3rf3"
1.71906973191733e-98,3.29773629573588,0.228,0.03,6.98182980920905e-94,45,"Cdca7"
5.12407937267405e-129,3.29731836139706,0.533,0.089,2.08109359641784e-124,153,"Iqgap2"
6.85052163533241e-108,3.29721156159421,0.589,0.119,2.7822708569739e-103,188,"Zfp503"
3.06991847802718e-77,3.29717227597631,0.292,0.032,1.24681669066596e-72,228,"Sept10"
1.46603693429695e-88,3.29659448592503,0.335,0.052,5.95416240495362e-84,145,"Tagln2"
0,3.29602636561578,0.901,0.155,0,15,"Lhx1"
1.75448740009704e-213,3.29601835783095,1,0.362,7.12567512675414e-209,100,"Spock1"
2.12585579580758e-147,3.29600551583923,0.529,0.077,8.63395072909289e-143,153,"Gamt"
1.286971521023e-94,3.29596921820946,0.299,0.055,5.22690613548281e-90,21,"Dnah9"
3.41267565741322e-62,3.29590476987041,0.238,0.032,1.3860240915018e-57,184,"Grasp"
3.07401739341725e-151,3.29534161168076,0.713,0.092,1.24848142416248e-146,246,"Zic5"
9.45106337700596e-135,3.29474297710687,0.92,0.227,3.8384548799372e-130,226,"Epha7"
4.62900147456998e-104,3.29474285744623,0.471,0.061,1.88002265888185e-99,234,"Axin2"
1.3294833863635e-73,3.2944578689149,0.335,0.052,5.39956382537672e-69,192,"Tgfb2"
2.70855853536264e-181,3.29304895788937,0.373,0.044,1.10005396355218e-176,51,"Sept6"
5.05498143896511e-123,3.29254815199557,0.963,0.313,2.05303016162129e-118,226,"Asic2"
2.18867619722862e-106,3.29203691312142,0.27,0.038,8.88908950742433e-102,51,"Rerg"
5.3570750909636e-151,3.29173601820239,0.925,0.104,2.17572247744396e-146,267,"Atp5f1"
0,3.2908702813985,0.875,0.135,0,30,"Sox14"
5.10244042364802e-232,3.28988362062302,0.574,0.087,2.07230515366041e-227,41,"Ptpre"
4.37844529632626e-97,3.28983756302085,0.27,0.043,1.77826177264995e-92,27,"Htr2c"
3.52590661533355e-164,3.28903733002173,0.67,0.172,1.43201171275157e-159,35,"Pde7b"
1.33891490721424e-67,3.28878553015922,0.225,0.031,5.43786900415992e-63,140,"Car8"
1.51727522038886e-167,3.28872048456957,0.413,0.056,6.16226158008731e-163,71,"Rasgrf1"
1.51584232901838e-232,3.28788762843725,0.628,0.068,6.15644203507524e-228,170,"Rbm42"
5.15774482655964e-144,3.28753927992358,0.532,0.106,2.09476648385893e-139,67,"Smoc1"
6.85946755799075e-71,3.2873413345107,0.241,0.029,2.78590415400236e-66,194,"Adrb1"
1.18744687348148e-195,3.28666355352058,0.895,0.098,4.8226967319577e-191,254,"Sept7"
1.8563196517866e-154,3.28665390989398,0.619,0.117,7.53925663376609e-150,121,"Ebf1"
8.89746173624616e-255,3.28595993052281,0.622,0.078,3.61361510955902e-250,100,"Ebf3"
5.12658146763722e-188,3.28594814537258,0.749,0.147,2.08210979726618e-183,116,"Gpc3"
1.33958208494269e-113,3.28575891971571,0.301,0.044,5.44057867978624e-109,48,"Vgll2"
3.31801722291075e-102,3.28551997099172,0.517,0.126,1.34757951491297e-97,88,"Tmem132b"
5.0035009564741e-101,3.2854114265733,0.597,0.152,2.03212187846239e-96,137,"Ppp1r17"
1.73663045551978e-200,3.28467497363817,0.582,0.106,7.05315093204803e-196,24,"Mcc"
1.00901421025203e-109,3.28367841378955,0.21,0.021,4.09801031351761e-105,84,"Ngfr"
2.1118843301111e-170,3.28295043807344,0.354,0.034,8.57720701831322e-166,122,"Lhx6"
1.55042283752449e-83,3.28276310797986,0.384,0.061,6.29688731232196e-79,196,"Stxbp6"
6.08803527373792e-102,3.28262104441688,0.446,0.074,2.47259464607592e-97,163,"Dll1"
2.90339576719985e-158,3.2825307300242,0.689,0.164,1.17918515689055e-153,82,"Lmo1"
2.24359121652859e-194,3.28231346101032,0.652,0.114,9.1121213668092e-190,89,"Vsnl1"
2.12354115762328e-77,3.28213090420113,0.234,0.034,8.62455005757118e-73,96,"Vegfc"
6.1483209117637e-105,3.28130861688559,0.291,0.03,2.49707905510371e-100,185,"Itga4"
7.07268087092252e-110,3.28130776295872,0.578,0.1,2.87249860891647e-105,206,"Tmem132d"
0,3.2809121681706,0.876,0.118,0,120,"Mdga1"
1.38533328852109e-121,3.28026006882456,0.284,0.034,5.62639261799955e-117,77,"Fzd1"
1.53886057881051e-192,3.28003937186764,0.551,0.092,6.24992835478099e-188,48,"Mt1"
3.44396740713636e-78,3.27998148805579,0.207,0.03,1.39873292273436e-73,53,"Ccdc8"
2.42171244736094e-99,3.27950623906071,0.303,0.036,9.83554293371172e-95,170,"Wrb"
3.29661964559818e-157,3.27778072519974,0.758,0.251,1.33888910286324e-152,39,"Esrrg"
5.82292559061691e-140,3.2768152621511,0.622,0.076,2.36492299937315e-135,238,"H2afx"
1.7983955669203e-161,3.27676260631721,0.471,0.055,7.3040037554901e-157,158,"Nr5a1"
9.65906163340059e-210,3.276733345636,0.606,0.07,3.92293129178931e-205,170,"March7"
0,3.27625645854298,0.407,0.026,0,112,"Avp"
2.46286087152478e-95,3.27412845840783,0.411,0.072,1.00026631436107e-90,149,"Ptchd1"
5.24648649324079e-139,3.27406153093626,0.693,0.092,2.13080802436482e-134,248,"Zic5"
8.24064337567777e-127,3.27356211840585,0.914,0.338,3.34685490059777e-122,162,"Pcp4"
1.37300855083277e-113,3.27232051777393,0.325,0.053,5.5763369283522e-109,35,"Cpne8"
2.07335618432507e-116,3.27209003372494,0.358,0.042,8.42072880701785e-112,168,"Marc2"
7.08688537637949e-261,3.27176714958159,0.823,0.127,2.87826762676277e-256,127,"Zic4"
1.25697364149939e-41,3.27053126023993,0.294,0.021,5.10507274758562e-37,272,"Pmfbp1"
1.10468395499513e-59,3.26949465691027,0.331,0.041,4.48656341481724e-55,254,"March9"
6.412622215776e-241,3.26908579234838,0.761,0.1,2.60442238671526e-236,170,"Mrpl53"
5.97751672509254e-108,3.26892912101993,0.342,0.07,2.42770864272909e-103,7,"Calcr"
6.04669729941251e-100,3.26878803324904,0.503,0.088,2.4558056411834e-95,194,"Ezr"
1.02195178728676e-70,3.26785553862039,0.222,0.031,4.15055498888645e-66,122,"Adcy8"
3.4580452144512e-146,3.26742875898866,0.887,0.268,1.40445048339721e-141,163,"Gadd45g"
2.34587992043189e-307,3.26670600171894,0.867,0.102,9.52755670884206e-303,170,"Atp5f1"
2.1311386949616e-113,3.26629914081244,0.957,0.218,8.65540669571704e-109,262,"Cbln1"
1.09057792804421e-82,3.26500975937122,0.884,0.403,4.42927319695876e-78,219,"Lmo3"
8.62757441155517e-209,3.26414861135791,0.858,0.101,3.50400307150902e-204,238,"H2afy"
5.20973044547762e-22,3.2637298597071,0.256,0.07,2.11587992312628e-17,231,"Lgi1"
1.88845644127347e-175,3.26358399495147,0.849,0.172,7.66977699058808e-171,186,"Pantr1"
4.02289338462695e-145,3.26352744807521,0.409,0.068,1.63385791923239e-140,32,"Enpp2"
3.00801425918945e-111,3.26337007515117,0.595,0.116,1.2216749112272e-106,191,"Satb2"
6.86449485592387e-117,3.262834361102,0.297,0.03,2.78794594078492e-112,163,"Abcd2"
2.73515476357851e-105,3.26252970721468,0.466,0.056,1.11085575567978e-100,238,"Znrd2"
6.34873166155686e-166,3.26221325655688,0.282,0.029,2.5784738770247e-161,29,"Itga4"
3.89060067717e-228,3.2616189058798,0.385,0.044,1.58012855902582e-223,13,"Sp8"
3.84454189391123e-63,3.26101256725088,0.241,0.024,1.56142224479311e-58,243,"Hebp1"
9.83139787744611e-97,3.26098178612075,0.497,0.12,3.99292393394596e-92,88,"St6galnac5"
9.08341470281715e-99,3.26090840393292,0.458,0.088,3.68913804740216e-94,149,"Mmd2"
6.4535620271488e-152,3.25999105272182,0.689,0.094,2.62104968170622e-147,228,"Gpc2"
1.25769366750904e-238,3.259514674647,0.663,0.087,5.10799706122121e-234,120,"Mmd2"
4.59941377449891e-188,3.25902137817988,0.86,0.169,1.86800591037499e-183,174,"Hs3st5"
7.82996713602905e-192,3.25864980677031,0.777,0.088,3.18006285262684e-187,238,"Sept3"
2.61682636583078e-225,3.25852512161616,0.741,0.091,1.06279786021851e-220,189,"Zic5"
3.69918260787309e-69,3.25819798235534,0.348,0.064,1.50238602436158e-64,166,"Itpr1"
4.26542985831593e-228,3.25798356137145,0.758,0.109,1.73236168265643e-223,153,"Tead2"
4.60575546911552e-212,3.25695180809231,0.836,0.128,1.87058152622658e-207,189,"Zic4"
8.27341658451585e-175,3.25687975091756,0.511,0.092,3.36016541163527e-170,27,"Tent5a"
7.54136324632992e-99,3.25649058423973,0.284,0.032,3.06284926886443e-94,170,"Fdx2"
1.50731453897991e-118,3.25646646069699,0.583,0.104,6.12180726861299e-114,194,"Pgbd5"
1.20173820101462e-133,3.25580316179135,0.628,0.108,4.88073952960077e-129,194,"Ass1"
2.61384913512932e-286,3.25450874407148,0.659,0.092,1.06158868774142e-281,44,"Mt1"
2.14478866908391e-142,3.25443886925621,0.563,0.108,8.71084470061739e-138,109,"Zbtb18"
3.27953544481709e-162,3.25443337647992,0.92,0.304,1.33195052555801e-157,135,"Nfia"
1.64244656853268e-224,3.25422835783299,0.628,0.122,6.67063249343863e-220,20,"Efnb2"
3.05883357740077e-85,3.25420176196665,0.57,0.115,1.24231466912555e-80,225,"Pou3f4"
2.35928460714634e-202,3.25365677894716,0.795,0.156,9.58199850346415e-198,127,"Pcsk5"
1.87816838318298e-70,3.25309752657865,0.243,0.032,7.62799307145937e-66,168,"Hist1h2ae"
5.00403860153039e-60,3.25216742013709,0.27,0.032,2.03234023762555e-55,238,"Sept10"
4.05186944766901e-301,3.25209162299847,0.849,0.099,1.64562625747629e-296,170,"H2afy2"
4.32158545133414e-231,3.25131869317485,0.863,0.098,1.75516871520485e-226,228,"H1fx"
9.1355033312685e-160,3.25116032645639,0.491,0.059,3.71029332296139e-155,170,"March8"
4.17419871028994e-214,3.25086056274729,0.919,0.336,1.69530906419715e-209,15,"Pcp4"
1.00943172105356e-137,3.25012366151284,0.601,0.117,4.09970599188693e-133,137,"Nup62cl"
4.45026041301922e-97,3.24999870560583,0.484,0.055,1.80742876414363e-92,254,"AY036118"
2.94978589284746e-110,3.24989482895277,0.352,0.03,1.19802604252107e-105,243,"Rasgrp1"
8.60829594901601e-119,3.24987677380639,0.275,0.029,3.49617331673336e-114,120,"Antxr2"
2.68480782039371e-186,3.24977447153948,0.538,0.079,1.0904078481747e-181,84,"Klhl35"
6.32391072348854e-181,3.24957088530608,0.554,0.103,2.56839310123764e-176,35,"Alk"
4.20004673842443e-142,3.24943555317776,0.379,0.074,1.7058069823437e-137,1,"Ust"
9.16086852594754e-134,3.24898276149852,0.617,0.173,3.72059514312833e-129,35,"Thsd7b"
1.25630249127583e-88,3.24863243001496,0.34,0.061,5.10234693806765e-84,93,"Kitl"
2.12331298935696e-131,3.24843959159999,0.228,0.026,8.62362337497437e-127,17,"Lhx9"
1.27435559849443e-210,3.24842279839169,0.968,0.271,5.17566782772529e-206,132,"Nhlh2"
1.18924981953494e-156,3.24813513366558,0.436,0.05,4.83001921705922e-152,153,"Pon2"
8.40042179187412e-134,3.24785057971797,0.951,0.476,3.41174730655175e-129,112,"Rorb"
1.45916409577424e-241,3.24755495540085,0.617,0.073,5.92624905857748e-237,131,"Unc13c"
4.88294096910874e-81,3.24751623137789,0.226,0.021,1.98315764519382e-76,205,"Mcf2"
3.17900576901227e-113,3.2474438525047,0.968,0.683,1.29112140302664e-108,163,"Cdkn1c"
3.05526630024097e-66,3.24518641357974,0.293,0.055,1.24086585517987e-61,112,"Npas4"
1.30930849874106e-151,3.24484050309566,0.656,0.111,5.31762553678694e-147,178,"Bmper"
1.92652366746024e-67,3.24481614371476,0.302,0.046,7.82438322302302e-63,194,"Shh"
2.94535972237935e-52,3.24468292171264,0.245,0.04,1.19622839764715e-47,182,"Cdh9"
2.87370609230709e-193,3.24421450856885,0.937,0.271,1.1671269923296e-188,130,"Nhlh2"
4.60747989242176e-286,3.24380324358912,0.821,0.097,1.87128188350817e-281,170,"Sept7"
6.57548696889686e-275,3.24327450586273,0.713,0.113,2.67056827754777e-270,53,"Sox21"
1.79663540378749e-249,3.24284182333558,0.715,0.091,7.2968550289425e-245,144,"Zic5"
1.72234944073214e-111,3.24188336341447,0.341,0.041,6.99515001858949e-107,154,"Id3"
2.57788060532859e-164,3.24156962794939,0.702,0.116,1.04698042904815e-159,182,"Satb2"
6.74315199885784e-118,3.24094963527735,0.459,0.083,2.73866375281612e-113,109,"St3gal1"
5.9130418416205e-174,3.24085822461861,0.809,0.154,2.40152281355575e-169,174,"Rbp1"
2.54887478382315e-241,3.24079935391921,0.775,0.118,1.03520000470193e-236,135,"Nxph4"
1.11499429958696e-107,3.24041168873338,0.31,0.041,4.52843784834247e-103,109,"Arhgap31"
2.87916243803651e-218,3.24031235877486,0.483,0.055,1.16934303258415e-213,87,"Bhlhe22"
4.46252892552088e-125,3.23995819452886,0.266,0.025,1.81241149781105e-120,132,"Nhlh1"
2.3741906138887e-218,3.23966322882408,0.542,0.072,9.64253775924755e-214,77,"Sall3"
3.31471908727704e-155,3.23936193279661,0.602,0.07,1.3462400101067e-150,228,"March7"
2.52975157310486e-101,3.23873079493559,0.236,0.039,1.02743330390081e-96,1,"Ar"
1.75277647058749e-130,3.23819475951939,0.439,0.08,7.11872635764402e-126,51,"Pdzd2"
3.91153150241119e-185,3.23812091454008,0.542,0.099,1.58862940438928e-180,26,"Rarb"
1.36573862239014e-81,3.23798887986036,0.209,0.024,5.54681084097533e-77,112,"Avpi1"
8.23485927540149e-75,3.23757093559621,0.468,0.088,3.34450574611156e-70,220,"Ezr"
4.53370765849374e-77,3.23753646975181,0.516,0.06,1.84132002842065e-72,267,"March8"
4.53072588220762e-125,3.23726681747739,0.425,0.051,1.8401090097998e-120,192,"Slc35f3"
4.11100814078747e-40,3.2366151835363,0.265,0.052,1.66964484629942e-35,206,"Parvb"
3.27771578976734e-52,3.23622305856045,0.242,0.032,1.33121149085611e-47,228,"Fdx2"
2.76761580479263e-46,3.23600443631944,0.256,0.038,1.12403948295848e-41,232,"Rerg"
1.17451877182703e-156,3.23598111666874,0.815,0.1,4.7701905398983e-152,254,"Mrpl53"
9.09493611561845e-128,3.23595235559233,0.631,0.188,3.69381735399728e-123,32,"Plagl1"
1.2562541536228e-96,3.23592387709503,0.529,0.097,5.10215061952362e-92,202,"Trpc5"
8.75818960156786e-61,3.2355235178137,0.238,0.033,3.55705112478077e-56,180,"Sparcl1"
1.1545564255614e-156,3.23497479831077,0.932,0.272,4.68911546677509e-152,184,"Nhlh2"
7.32374787548715e-89,3.23489365455152,0.552,0.073,2.97446696215035e-84,262,"Sall3"
1.05770641067863e-200,3.23428697476872,0.53,0.064,4.29576881633017e-196,129,"Tbx3os1"
4.20560462672373e-205,3.23414444080226,0.858,0.103,1.70806426309758e-200,238,"H2afv"
2.91368834839446e-181,3.23298915125276,0.662,0.143,1.18336538581693e-176,49,"Slit3"
1.74329713458155e-178,3.23276200538456,0.916,0.25,7.0802269823895e-174,143,"Chchd10"
1.76506713627293e-105,3.23266176109651,0.215,0.024,7.16864366725888e-101,71,"Igsf1"
1.33505230526076e-82,3.23228923413004,0.239,0.027,5.42218143258603e-78,163,"Pdlim4"
6.58920012949431e-90,3.23222133375468,0.234,0.027,2.67613774059282e-85,132,"Pdlim4"
1.59887455425719e-164,3.23188948514941,0.662,0.074,6.49366911466013e-160,238,"March6"
3.88972720812572e-74,3.23164771307904,0.244,0.035,1.57977380830818e-69,128,"Fzd1"
2.35883793749135e-40,3.2315210403947,0.238,0.052,9.58018439932736e-36,144,"Cacng3"
4.62260030920374e-88,3.2314604158443,0.237,0.035,1.87742288958001e-83,57,"Pitx2"
3.99832679741727e-121,3.2311819575653,0.404,0.053,1.62388044550305e-116,160,"Rxrg"
1.53498982616712e-78,3.23086822532097,0.222,0.027,6.23420767999513e-74,132,"Fndc3c1"
2.08684106396241e-209,3.23082104431253,0.743,0.11,8.47549629717695e-205,163,"Tead2"
1.76067434748414e-103,3.23066094570769,0.282,0.031,7.15080279487208e-99,153,"Cd9"
1.37658482901972e-158,3.23002737779623,0.446,0.055,5.5908616245807e-154,135,"Bhlhe22"
1.50490508570347e-148,3.23000905357991,0.82,0.327,6.11202151507607e-144,35,"Scg2"
5.42554962421076e-124,3.22962527166451,0.646,0.167,2.20353272437696e-119,88,"Adcy2"
2.80522887295441e-148,3.22959116516216,0.833,0.257,1.1393156544617e-143,120,"Tmem158"
1.39752346303931e-128,3.22949120044417,0.416,0.045,5.67590179278787e-124,206,"Sp8"
4.47695088782185e-47,3.22900086370776,0.257,0.047,1.81826883357997e-42,188,"Mpped1"
7.22991777172418e-161,3.22896704699973,0.691,0.1,2.93635880380806e-156,215,"Rnasek"
1.76539691471491e-115,3.22814368511619,0.573,0.094,7.16998302942315e-111,207,"Abtb2"
1.70684354211004e-198,3.22712094192745,0.927,0.105,6.93217436192573e-194,254,"H2afz"
1.69772783078207e-213,3.22571692889351,0.604,0.098,6.89515181193828e-209,60,"Rarb"
3.83563702672395e-101,3.22437156078736,0.388,0.05,1.55780562203366e-96,204,"Hist1h4d"
9.3084605042784e-132,3.22419801506705,0.692,0.135,3.78053814920763e-127,196,"Fstl4"
2.26661924160398e-48,3.22404448737495,0.309,0.055,9.2056473878504e-44,225,"Tmem123"
3.19754158412375e-115,3.22387558067529,0.58,0.141,1.29864953897602e-110,103,"Pou6f2"
7.71926810334003e-84,3.22369890936891,0.399,0.05,3.13510354749052e-79,238,"Hist1h4d"
7.8582705127107e-69,3.2233975816572,0.303,0.068,3.19155798603232e-64,46,"Cpne4"
8.30605591286533e-121,3.22320138210979,0.278,0.034,3.37342154845113e-116,68,"Fgf15"
3.18606635003018e-117,3.22309508411345,0.418,0.062,1.29398898740126e-112,144,"Clybl"
1.23890736954328e-216,3.22254767746869,0.379,0.051,5.03169839066309e-212,1,"Gpr149"
3.28141171427506e-77,3.22238701731241,0.627,0.201,1.33271255363567e-72,178,"Fign"
4.86691040156967e-126,3.22224113028614,0.33,0.054,1.9766469904935e-121,19,"Kcnk12"
2.26816635779395e-75,3.22211122222689,0.495,0.056,9.21193084554435e-71,267,"H2afj"
4.58928878962021e-75,3.22185095180259,0.276,0.035,1.86389374901635e-70,194,"Heg1"
1.52024857499416e-87,3.22155205786998,0.459,0.064,6.1743375624813e-83,238,"Glcci1"
2.40922709613399e-90,3.22143581684923,0.298,0.052,9.7848349282386e-86,61,"Lypd6b"
4.34035248013506e-59,3.22101611284017,0.244,0.034,1.76279075628205e-54,197,"Fst"
1.17383734677875e-242,3.2208129839524,0.885,0.222,4.76742300020723e-238,62,"Pou3f2"
7.76712835255142e-30,3.22061538264407,0.406,0.125,3.15454150910524e-25,234,"Frmpd4"
1.24211495508037e-145,3.22042263041957,0.649,0.103,5.04472567856343e-141,204,"H2afv"
3.86109605864304e-152,3.21943417552527,0.455,0.08,1.56814555325728e-147,34,"Pdzd2"
2.59331953008688e-125,3.21922320918605,0.637,0.074,1.05325079394949e-120,254,"March6"
9.59471213199281e-57,3.21913255474122,0.211,0.025,3.89679638528756e-52,206,"Onecut1"
5.30091416233588e-45,3.2190590253906,0.218,0.03,2.1529132778911e-40,225,"Cdca7"
1.52834255602461e-205,3.21885402049477,0.593,0.115,6.20721045703835e-201,20,"Neurod1"
1.0510402987201e-138,3.21871364417195,0.229,0.018,4.26869506922183e-134,106,"Adamtsl2"
3.76045323096872e-187,3.21855662238317,0.82,0.11,1.52727047522564e-182,228,"Fam89b"
9.40593108919933e-82,3.21826145701138,0.64,0.095,3.82012485256742e-77,265,"Bsx"
1.39735109052249e-113,3.21821238323313,0.293,0.044,5.67520171904802e-109,35,"Tgfa"
1.5140890383815e-90,3.21724553168342,0.419,0.078,6.14932122048262e-86,149,"Vwc2l"
5.44788326792893e-153,3.21722871967252,0.795,0.173,2.21260331043666e-148,174,"Serpine2"
4.71289284242296e-90,3.21650260360555,0.414,0.073,1.91409429902166e-85,153,"Plk3"
1.30305380103298e-28,3.21605668368254,0.284,0.074,5.29222270751535e-24,224,"Tmtc1"
3.41530464455711e-244,3.21564592089303,0.778,0.164,1.38709182834042e-239,32,"Lef1"
2.60643194992762e-204,3.21486106890057,0.427,0.044,1.0585762721436e-199,97,"Sp8"
6.50140727446977e-137,3.214140085251,0.871,0.098,2.64048155045315e-132,267,"Sept7"
7.86339250779597e-16,3.21403768401453,0.289,0.076,3.19363823311626e-11,269,"Ust"
6.77495753166895e-230,3.21399579509197,0.758,0.157,2.75158125191203e-225,50,"Lhx1"
3.68288075927905e-190,3.21396291765608,0.757,0.232,1.4957651915736e-185,10,"Grm5"
1.83518500396682e-56,3.2137412640113,0.376,0.043,7.45342037511086e-52,267,"Marc2"
2.60117597902081e-148,3.213674585823,0.824,0.119,1.05644161211951e-143,250,"Nxph4"
3.19494887729658e-94,3.21282927719298,0.342,0.043,1.29759653702523e-89,194,"Akr1b8"
6.71074263351891e-64,3.21256092375015,0.212,0.035,2.72550101317737e-59,71,"Arhgap36"
9.85568043761316e-100,3.21238245755598,0.426,0.074,4.00278605293221e-95,140,"Megf11"
6.69479793618372e-146,3.2114556110883,0.317,0.033,2.71902523380165e-141,106,"Sparcl1"
2.4710254897176e-101,3.21120366340577,0.978,0.683,1.0035822923939e-96,158,"Cdkn1c"
1.11930259216177e-85,3.21081246764624,0.434,0.057,4.54593554780582e-81,243,"Clu"
8.5294840683898e-101,3.21075575636827,0.858,0.614,3.46416465953583e-96,35,"Nrg1"
2.95646144055989e-195,3.21014026688594,0.893,0.276,1.20073724946899e-190,77,"Mast4"
1.16596934594898e-65,3.20940443915331,0.205,0.037,4.7354679016372e-61,21,"Hydin"
4.74649846081363e-70,3.20888997295338,0.389,0.067,1.92774288487485e-65,206,"Etv1"
1.93198172254673e-62,3.20854954251407,0.221,0.036,7.8465505679513e-58,93,"Plpp4"
7.05660359579073e-159,3.20853224422838,0.962,0.445,2.86596898439445e-154,88,"Lrrtm4"
4.09362610073491e-89,3.20825741453788,0.646,0.226,1.66258530455248e-84,88,"Epha7"
4.3718352124777e-67,3.20805449379681,0.284,0.051,1.77557715319569e-62,121,"Slc35f3"
2.02771675871244e-104,3.20735746891537,0.757,0.157,8.23536884383471e-100,244,"Pcsk5"
4.54106428702815e-109,3.20687717278794,0.26,0.022,1.84430784953361e-104,192,"Sidt1"
8.40178586961027e-308,3.20637042846839,0.918,0.147,3.41230131308351e-303,110,"Meis2"
1.34385645157692e-108,3.20609986653146,0.496,0.056,5.45793859243452e-104,252,"Bhlhe22"
1.14381253217191e-166,3.20607899548992,0.703,0.082,4.645480218163e-162,238,"March5"
2.02134475265882e-68,3.20560857655818,0.372,0.064,8.20948957844851e-64,204,"Glcci1"
3.64704324275062e-118,3.20552220668832,0.634,0.117,1.48121014261074e-113,202,"Nup62cl"
1.37706937796832e-71,3.20523726667213,0.226,0.031,5.59282957168053e-67,132,"Tril"
4.97410940082679e-106,3.20452407549171,0.548,0.101,2.02018479205179e-101,197,"Rax"
2.14005249949823e-42,3.20373302534383,0.663,0.322,8.6916092214621e-38,223,"Hdac9"
2.69962126537888e-70,3.20347143748878,0.555,0.115,1.09642418072098e-65,242,"Pou3f4"
3.15362848084653e-70,3.2032263544932,0.201,0.023,1.28081467121101e-65,150,"Dlx6os1.1"
5.41358908919015e-46,3.20232436959191,0.274,0.036,2.19867507268369e-41,254,"Sept9"
8.21960957108546e-251,3.20226141091816,0.621,0.068,3.33831223120065e-246,142,"Gsx1"
5.16816092929113e-140,3.2022589142343,0.266,0.033,2.0989968798223e-135,16,"Nppa"
2.81122334800456e-257,3.20195861662638,0.709,0.119,1.14175025055857e-252,54,"Sp9"
1.54767544363211e-83,3.20143069900254,0.27,0.047,6.28572904676744e-79,35,"Gda"
4.89389447396022e-147,3.20080018495206,0.793,0.191,1.9876063016542e-142,163,"Spsb4"
2.79376498782748e-38,3.20068891328704,0.368,0.077,1.13465971215625e-33,250,"Ntn1"
2.9815714291376e-216,3.20056858320148,0.831,0.123,1.21093542022995e-211,189,"Zic2"
1.91336069858179e-150,3.20055218675649,0.614,0.093,7.7709231412201e-146,183,"Mt1"
7.76545309367377e-80,3.19999090388853,0.242,0.029,3.15386111946466e-75,153,"Antxr2"
4.08631222189499e-124,3.19979715888947,0.804,0.168,1.65961484580043e-119,226,"Adcy2"
2.79552222848262e-155,3.19932610068318,0.388,0.052,1.13537339787593e-150,71,"Lamb3"
0,3.19901423647831,0.692,0.09,0,29,"Zic5"
1.13100195913111e-153,3.19897807867055,0.747,0.257,4.59345135681509e-149,21,"Ldb2"
6.46965816832771e-98,3.19887299149681,0.272,0.035,2.62758696848462e-93,109,"Heg1"
2.96879384403072e-62,3.1986053989339,0.363,0.063,1.20574593181463e-57,220,"Dhrs7"
1.29299078926369e-141,3.19855953065697,0.795,0.163,5.25135279151557e-137,207,"Uncx"
3.98677440536989e-114,3.19826843950375,0.5,0.101,1.61918855699693e-109,109,"Rai14"
7.63151810567142e-84,3.19824771089881,0.645,0.087,3.09946476343739e-79,267,"Zfp91"
5.01645762725004e-76,3.19824275849189,0.261,0.053,2.03738410073133e-71,20,"Ttc39b"
8.14343592342914e-219,3.19772132511751,0.835,0.126,3.30737506594151e-214,185,"Nrn1"
2.86180614689348e-175,3.19755719103048,0.676,0.108,1.16229394849932e-170,163,"Zbtb18"
7.4065197147761e-118,3.19742605012473,0.614,0.193,3.00808391695916e-113,35,"Cadps2"
1.14850245921446e-91,3.19701619785449,0.378,0.073,4.66452788785362e-87,88,"Sall3"
4.67423095038655e-48,3.19689036407348,0.236,0.03,1.89839215818999e-43,238,"Brms1"
4.70870124962479e-214,3.19682963165029,0.79,0.208,1.91239192552261e-209,21,"Cdh8"
7.40343412797086e-92,3.19661723516188,0.755,0.173,3.00683073673408e-87,245,"Hmx2"
1.23189221857103e-166,3.1961487843427,0.701,0.11,5.0032070565044e-162,197,"Tead2"
4.20790258543417e-146,3.19579904594653,0.548,0.091,1.70899755604823e-141,132,"Prdm12"
9.33466089165166e-90,3.19578443299563,0.678,0.182,3.7911791745354e-85,194,"Igsf8"
9.31065818573582e-284,3.19549670718402,0.959,0.162,3.78143071555475e-279,141,"Uncx"
2.35192546214567e-146,3.19537360323175,0.925,0.105,9.55211007195841e-142,267,"H2afz"
