"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.633436572621599,0.903,0.776,0,"1","Gng2"
0,0.700645997950821,0.818,0.703,0,"1","Sobp"
0,0.753746721299291,0.947,0.836,0,"1","Setbp1"
0,0.825669301729372,0.785,0.691,0,"1","Afdn"
0,0.706259035036521,0.903,0.81,0,"1","Cdk4"
0,0.723494209801796,0.841,0.754,0,"1","C530008M17Rik"
0,1.30092644562519,0.996,0.912,0,"1","Sox11"
0,0.622428458391457,0.925,0.846,0,"1","Hnrnpab"
0,0.780008994606958,0.902,0.824,0,"1","Grik2"
0,0.672851815206057,0.914,0.836,0,"1","Hnrnph3"
0,1.205666954789,0.995,0.918,0,"1","Auts2"
0,0.65985292177521,0.979,0.906,0,"1","Sox4"
0,0.660234650659172,0.844,0.774,0,"1","Top2b"
0,0.687814235417019,0.97,0.902,0,"1","Hnrnpa1"
0,0.656827432591686,0.829,0.767,0,"1","Rtraf"
0,0.745550471628461,0.822,0.764,0,"1","Ppdpf"
0,0.676892263090672,0.994,0.958,0,"1","H3f3a"
0,0.744326171864385,0.998,0.974,0,"1","H3f3b"
3.12565106439167e-305,1.36944828891208,0.415,0.237,1.26945192329203e-300,"1","A830082K12Rik"
2.84160551347271e-296,0.978970720851237,0.654,0.485,1.1540896632418e-291,"1","Thsd7a"
1.43700057150371e-286,0.670556515044737,0.822,0.747,5.83623412110518e-282,"1","Smarca4"
9.34140745680571e-280,0.694401992116716,0.744,0.637,3.79391922450707e-275,"1","Cyth2"
1.14381401296495e-276,0.669745364680735,0.938,0.855,4.64548623225584e-272,"1","mt-Rnr1"
3.54555823747102e-274,1.42810435933646,0.33,0.171,1.43999302256648e-269,"1","Shb"
1.22637763689965e-269,1.49398011528971,0.314,0.16,4.98081013450423e-265,"1","Tmem169"
3.24879623990767e-268,1.34320453152673,0.388,0.218,1.3194661048761e-263,"1","B130024G19Rik"
5.46227177629016e-267,1.18096548898764,0.474,0.305,2.21844705922248e-262,"1","Prox1"
9.02202253679368e-267,0.708690918372139,0.753,0.609,3.66420423309339e-262,"1","5730522E02Rik"
1.86994487051636e-265,1.00601450887571,0.581,0.416,7.59459409711516e-261,"1","Plcl1"
1.99942661989038e-262,1.36881774765584,0.35,0.188,8.12047127402279e-258,"1","Meis2"
1.46390555957803e-260,1.30045120500748,0.41,0.249,5.94550603967022e-256,"1","Frat2"
9.48306187715001e-246,0.678664329582119,0.779,0.672,3.85145075078571e-241,"1","Klf12"
1.77390943552469e-241,0.932077332074965,0.575,0.43,7.20455578143998e-237,"1","Carhsp1"
4.35651657826374e-239,0.769199518801718,0.536,0.367,1.76935564309604e-234,"1","Lmo3"
9.51725851701696e-238,1.45025577986003,0.296,0.153,3.86533937410127e-233,"1","Dmrtb1"
1.18127547310733e-236,1.35927081830284,0.297,0.153,4.79763220647812e-232,"1","Gm42992"
3.58848978160461e-232,1.12825563828997,0.487,0.319,1.4574292399009e-227,"1","Zeb2"
1.03642583316989e-230,0.635948288284797,0.735,0.646,4.20933987883618e-226,"1","Atat1"
6.71475778893928e-230,1.48450505790447,0.443,0.296,2.7271317283998e-225,"1","H2bc4"
4.96769506026335e-222,0.615797390878579,0.779,0.695,2.01757967177536e-217,"1","Hmgn2"
4.04377690199482e-221,0.924441089907704,0.67,0.561,1.64233955097618e-216,"1","H1f0"
3.84772115816711e-205,1.1617402202096,0.402,0.253,1.56271347117799e-200,"1","Bcl11b"
2.89145835170882e-202,0.857480182495729,0.835,0.768,1.17433689496302e-197,"1","Tcf4"
3.32324384930085e-193,0.62951363722547,0.624,0.463,1.34970225695505e-188,"1","Xist"
9.5924497499582e-190,1.59347275997254,0.337,0.207,3.89587754144802e-185,"1","H1f2"
9.9096630212002e-187,1.03170860362647,0.526,0.413,4.02471053943025e-182,"1","Scrn1"
3.49112576118093e-185,0.980606404320918,0.465,0.333,1.41788581664602e-180,"1","Mex3b"
4.60657742930897e-184,0.652470809732891,0.543,0.36,1.87091535713955e-179,"1","Isl1"
1.6235433729518e-182,1.27786851860541,0.337,0.2,6.59385905490642e-178,"1","Calb1"
2.16085191977599e-181,0.950686522074411,0.429,0.281,8.7760839869782e-177,"1","Insm1"
7.32757726807066e-181,0.694120955309034,0.748,0.677,2.97602223165422e-176,"1","Odc1"
2.38953872105525e-180,1.16535860817344,0.327,0.196,9.7048725616938e-176,"1","Scrt1"
3.40857536527688e-179,0.618989518351589,0.644,0.52,1.38435879885355e-174,"1","Celf3"
1.10882962202187e-175,0.743433388533549,0.617,0.531,4.50340062687962e-171,"1","Smarcd1"
1.36727990011113e-173,0.65931296705165,0.665,0.578,5.55307058631136e-169,"1","Phc2"
1.15686939610751e-171,1.30653956985396,0.314,0.191,4.69850936535106e-167,"1","Slit1"
8.39731826942512e-170,0.730209743561467,0.667,0.587,3.41048684194432e-165,"1","Dclk2"
1.16647888350583e-167,0.670285033370974,0.492,0.35,4.73753733747057e-163,"1","Frmd4b"
